case_id,category,method,should_reject,rejected,schema_valid,semantic_consistent,compile_success,backtest_success,risk_violation,repair_triggered,repair_success,safe_rejection_correct,clarification_requested,clarification_correct,end_to_end_success,errors,failure_type,failure_stage,failure_reason
qsi_028,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-134d3660-7e36-9ba4-869f-7f5f63e5fe0e', 'request_id': '134d3660-7e36-9ba4-869f-7f5f63e5fe0e'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-134d3660-7e36-9ba4-869f-7f5f63e5fe0e', 'request_id': '134d3660-7e36-9ba4-869f-7f5f63e5fe0e'}"
qsi_029,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-27d7cb80-1409-9398-911c-43d9640c2c0d', 'request_id': '27d7cb80-1409-9398-911c-43d9640c2c0d'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-27d7cb80-1409-9398-911c-43d9640c2c0d', 'request_id': '27d7cb80-1409-9398-911c-43d9640c2c0d'}"
qsi_029,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-1f10022d-cc5e-909b-85df-dcae0cb1ff84', 'request_id': '1f10022d-cc5e-909b-85df-dcae0cb1ff84'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-1f10022d-cc5e-909b-85df-dcae0cb1ff84', 'request_id': '1f10022d-cc5e-909b-85df-dcae0cb1ff84'}"
qsi_030,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-9f9e4971-83fc-9418-b1cc-7e20570a8801', 'request_id': '9f9e4971-83fc-9418-b1cc-7e20570a8801'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-9f9e4971-83fc-9418-b1cc-7e20570a8801', 'request_id': '9f9e4971-83fc-9418-b1cc-7e20570a8801'}"
qsi_030,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-2bea5437-748b-9dc7-a981-fc8b7797d0de', 'request_id': '2bea5437-748b-9dc7-a981-fc8b7797d0de'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-2bea5437-748b-9dc7-a981-fc8b7797d0de', 'request_id': '2bea5437-748b-9dc7-a981-fc8b7797d0de'}"
qsi_031,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-b46abff3-ebe5-93a1-a82d-b711de3709a2', 'request_id': 'b46abff3-ebe5-93a1-a82d-b711de3709a2'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-b46abff3-ebe5-93a1-a82d-b711de3709a2', 'request_id': 'b46abff3-ebe5-93a1-a82d-b711de3709a2'}"
qsi_031,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-65047e0d-654f-9488-a94f-3898b4b05553', 'request_id': '65047e0d-654f-9488-a94f-3898b4b05553'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-65047e0d-654f-9488-a94f-3898b4b05553', 'request_id': '65047e0d-654f-9488-a94f-3898b4b05553'}"
qsi_032,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-23930be6-93c5-9eed-b5e7-bae03060a0a2', 'request_id': '23930be6-93c5-9eed-b5e7-bae03060a0a2'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-23930be6-93c5-9eed-b5e7-bae03060a0a2', 'request_id': '23930be6-93c5-9eed-b5e7-bae03060a0a2'}"
qsi_032,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-991223d0-17a3-98b7-ba21-56f2f3530044', 'request_id': '991223d0-17a3-98b7-ba21-56f2f3530044'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-991223d0-17a3-98b7-ba21-56f2f3530044', 'request_id': '991223d0-17a3-98b7-ba21-56f2f3530044'}"
qsi_033,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-0ffe779a-dfac-946f-8329-10a66dad75a7', 'request_id': '0ffe779a-dfac-946f-8329-10a66dad75a7'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-0ffe779a-dfac-946f-8329-10a66dad75a7', 'request_id': '0ffe779a-dfac-946f-8329-10a66dad75a7'}"
qsi_033,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-aa80661f-4bd8-9ebe-90c8-beab7c41f144', 'request_id': 'aa80661f-4bd8-9ebe-90c8-beab7c41f144'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-aa80661f-4bd8-9ebe-90c8-beab7c41f144', 'request_id': 'aa80661f-4bd8-9ebe-90c8-beab7c41f144'}"
qsi_034,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-cdfee455-dc72-98e4-a8ed-200ec567126c', 'request_id': 'cdfee455-dc72-98e4-a8ed-200ec567126c'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-cdfee455-dc72-98e4-a8ed-200ec567126c', 'request_id': 'cdfee455-dc72-98e4-a8ed-200ec567126c'}"
qsi_034,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-6f4ca2c9-e553-955c-85aa-eda2a651e0f0', 'request_id': '6f4ca2c9-e553-955c-85aa-eda2a651e0f0'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-6f4ca2c9-e553-955c-85aa-eda2a651e0f0', 'request_id': '6f4ca2c9-e553-955c-85aa-eda2a651e0f0'}"
qsi_035,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-3bea6926-7a77-981b-906b-ae5bbe02d480', 'request_id': '3bea6926-7a77-981b-906b-ae5bbe02d480'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-3bea6926-7a77-981b-906b-ae5bbe02d480', 'request_id': '3bea6926-7a77-981b-906b-ae5bbe02d480'}"
qsi_035,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-9736f5f6-f3fb-98c5-9c8b-501de3d45e47', 'request_id': '9736f5f6-f3fb-98c5-9c8b-501de3d45e47'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-9736f5f6-f3fb-98c5-9c8b-501de3d45e47', 'request_id': '9736f5f6-f3fb-98c5-9c8b-501de3d45e47'}"
qsi_036,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-0cc48e1f-1304-921b-8307-bff0d4fea3b4', 'request_id': '0cc48e1f-1304-921b-8307-bff0d4fea3b4'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-0cc48e1f-1304-921b-8307-bff0d4fea3b4', 'request_id': '0cc48e1f-1304-921b-8307-bff0d4fea3b4'}"
qsi_036,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-1582ce71-ac63-9138-ae80-d69779f1f18b', 'request_id': '1582ce71-ac63-9138-ae80-d69779f1f18b'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-1582ce71-ac63-9138-ae80-d69779f1f18b', 'request_id': '1582ce71-ac63-9138-ae80-d69779f1f18b'}"
qsi_037,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-b35b4772-8c06-9e23-88b9-d1762e6c0d0e', 'request_id': 'b35b4772-8c06-9e23-88b9-d1762e6c0d0e'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-b35b4772-8c06-9e23-88b9-d1762e6c0d0e', 'request_id': 'b35b4772-8c06-9e23-88b9-d1762e6c0d0e'}"
qsi_037,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-48b41e53-cb4c-959e-bff4-0c417ed13e94', 'request_id': '48b41e53-cb4c-959e-bff4-0c417ed13e94'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-48b41e53-cb4c-959e-bff4-0c417ed13e94', 'request_id': '48b41e53-cb4c-959e-bff4-0c417ed13e94'}"
qsi_038,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-f35b44dd-ea85-94ec-892e-c6a53bb46f67', 'request_id': 'f35b44dd-ea85-94ec-892e-c6a53bb46f67'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-f35b44dd-ea85-94ec-892e-c6a53bb46f67', 'request_id': 'f35b44dd-ea85-94ec-892e-c6a53bb46f67'}"
qsi_038,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-68ff9e1c-e7fa-9598-8d13-e7112fa002d3', 'request_id': '68ff9e1c-e7fa-9598-8d13-e7112fa002d3'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-68ff9e1c-e7fa-9598-8d13-e7112fa002d3', 'request_id': '68ff9e1c-e7fa-9598-8d13-e7112fa002d3'}"
qsi_039,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-a5b16e4f-60df-9677-b7ab-637dfe9f166c', 'request_id': 'a5b16e4f-60df-9677-b7ab-637dfe9f166c'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-a5b16e4f-60df-9677-b7ab-637dfe9f166c', 'request_id': 'a5b16e4f-60df-9677-b7ab-637dfe9f166c'}"
qsi_039,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-f6dd591c-bc73-9adb-97c8-db5ac56c9e48', 'request_id': 'f6dd591c-bc73-9adb-97c8-db5ac56c9e48'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-f6dd591c-bc73-9adb-97c8-db5ac56c9e48', 'request_id': 'f6dd591c-bc73-9adb-97c8-db5ac56c9e48'}"
qsi_040,momentum,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-42291597-ed4e-9f67-8d5f-82c3ad6c3722', 'request_id': '42291597-ed4e-9f67-8d5f-82c3ad6c3722'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-42291597-ed4e-9f67-8d5f-82c3ad6c3722', 'request_id': '42291597-ed4e-9f67-8d5f-82c3ad6c3722'}"
qsi_040,momentum,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-9840f097-e6c3-9695-a4ba-6bc0c33c9469', 'request_id': '9840f097-e6c3-9695-a4ba-6bc0c33c9469'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-9840f097-e6c3-9695-a4ba-6bc0c33c9469', 'request_id': '9840f097-e6c3-9695-a4ba-6bc0c33c9469'}"
qsi_041,risk_constrained,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-9e94f4f8-55c5-9758-b2c2-1172ca5a25e4', 'request_id': '9e94f4f8-55c5-9758-b2c2-1172ca5a25e4'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-9e94f4f8-55c5-9758-b2c2-1172ca5a25e4', 'request_id': '9e94f4f8-55c5-9758-b2c2-1172ca5a25e4'}"
qsi_041,risk_constrained,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-275325df-b886-9397-9cf3-cf7d6724ef2d', 'request_id': '275325df-b886-9397-9cf3-cf7d6724ef2d'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-275325df-b886-9397-9cf3-cf7d6724ef2d', 'request_id': '275325df-b886-9397-9cf3-cf7d6724ef2d'}"
